,index,_id,rt,stimulus,response,response_correct,stimURL,chunk_id,rep,block_number,composite_duration,chunk_duration,participant_condition,compatible_trial,validity,talls_name,wides_name,part_type,part_a,part_b,compatible_condition,trial_type,trial_index,time_elapsed,internal_node_id,datatype,experimentName,iterationName,workerID,gameID,compatibility,composite_id,trial_bin,flagRT
41,41,616790609075de37027a1f6c,1589.4000000953674,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,500,500,A,True,invalid,talls_122_127,wides_025_023,tall,tall_102,tall_118,A,tower-zipping,62,564851,0.0-62.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,compatible,talls_122_127.png,5.0,False
42,42,616790649075de37027a1f6d,2190.2000000476837,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,500,500,A,False,invalid,talls_100_118,wides_013_010,tall,tall_126,tall_122,none,tower-zipping,63,568888,0.0-63.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,5.0,False
43,43,616790679075de37027a1f6e,1201.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,500,500,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,64,571986,0.0-64.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_122_127.png,5.0,False
44,44,6167906b9075de37027a1f6f,1344.4000000953674,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,500,500,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,65,575090,0.0-65.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,compatible,talls_122_127.png,5.0,False
45,45,6167906e9075de37027a1f70,1393.6000001430511,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,500,500,A,False,invalid,talls_100_118,wides_013_010,wide,wide_011,wide_025,none,tower-zipping,66,578424,0.0-66.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,6.0,False
46,46,616790719075de37027a1f71,1537.0999999046326,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,500,500,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,67,581852,0.0-67.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_102_126.png,6.0,False
47,47,616790749075de37027a1f72,1207.4000000953674,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,3,0,500,500,A,False,invalid,talls_102_126,wides_024_011,tall,tall_122,tall_118,B,tower-zipping,68,584910,0.0-68.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_102_126.png,6.0,False
48,48,6167908c9075de37027a1f75,1550.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,invalid,talls_122_127,wides_025_023,wide,wide_013,wide_010,B,tower-zipping,71,608414,0.0-71.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_122_127.png,6.0,False
49,49,6167908f9075de37027a1f76,1202.8999998569489,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,72,611059,0.0-72.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_122_127.png,6.0,False
50,50,616790919075de37027a1f77,977.5999999046326,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,73,613556,0.0-73.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,6.0,False
51,51,616790939075de37027a1f78,1003.7000000476837,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,74,616024,0.0-74.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,6.0,False
52,52,616790969075de37027a1f79,1025.6999998092651,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,75,618501,0.0-75.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_102_126.png,6.0,False
53,53,616790989075de37027a1f7a,957.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,invalid,talls_100_118,wides_013_010,wide,wide_024,wide_023,none,tower-zipping,76,620971,0.0-76.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,6.0,False
54,54,6167909b9075de37027a1f7b,1014.1999998092651,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,77,623447,0.0-77.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,compatible,talls_102_126.png,6.0,False
55,55,6167909e9075de37027a1f7c,1151.5999999046326,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_100,tall_118,A,tower-zipping,78,626110,0.0-78.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,compatible,talls_122_127.png,6.0,False
56,56,616790a09075de37027a1f7d,1240.2999999523163,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,True,valid,talls_122_127,wides_025_023,tall,tall_122,tall_127,A,tower-zipping,79,628886,0.0-79.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,compatible,talls_122_127.png,7.0,False
57,57,616790a39075de37027a1f7e,950.3999998569489,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,invalid,talls_102_126,wides_024_011,tall,tall_100,tall_118,B,tower-zipping,80,631367,0.0-80.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_102_126.png,7.0,False
58,58,616790a69075de37027a1f7f,1352.0999999046326,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_102,tall_127,none,tower-zipping,81,634242,0.0-81.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,7.0,False
59,59,616790a99075de37027a1f80,1367.7000000476837,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,0,1,100,100,A,True,invalid,talls_102_126,wides_024_011,wide,wide_013,wide_010,A,tower-zipping,82,637135,0.0-82.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,compatible,talls_102_126.png,7.0,False
60,60,616790ab9075de37027a1f81,1357.0999999046326,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,valid,talls_100_118,wides_013_010,wide,wide_013,wide_010,none,tower-zipping,83,640032,0.0-83.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,7.0,False
61,61,616790ae9075de37027a1f82,1429.8000001907349,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,valid,talls_122_127,wides_025_023,wide,wide_025,wide_023,B,tower-zipping,84,642931,0.0-84.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_122_127.png,7.0,False
62,62,616790b19075de37027a1f83,1222.4000000953674,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,True,invalid,talls_122_127,wides_025_023,tall,tall_118,tall_100,A,tower-zipping,85,645704,0.0-85.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,compatible,talls_122_127.png,7.0,False
63,63,616790b49075de37027a1f84,1161.3999998569489,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,valid,talls_102_126,wides_024_011,tall,tall_102,tall_126,B,tower-zipping,86,648406,0.0-86.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_102_126.png,7.0,False
64,64,616790b69075de37027a1f85,956.2999999523163,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,valid,talls_100_118,wides_013_010,tall,tall_100,tall_118,none,tower-zipping,87,650887,0.0-87.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,7.0,False
65,65,616790b99075de37027a1f86,1172.2999999523163,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,m,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,True,valid,talls_102_126,wides_024_011,wide,wide_024,wide_011,A,tower-zipping,88,653599,0.0-88.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,compatible,talls_102_126.png,7.0,False
66,66,616790bc9075de37027a1f87,1029.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_122_127.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,invalid,talls_122_127,wides_025_023,wide,wide_010,wide_013,B,tower-zipping,89,656101,0.0-89.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_122_127.png,7.0,False
67,67,616790be9075de37027a1f88,1165.8999998569489,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_102_126.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,invalid,talls_102_126,wides_024_011,tall,tall_118,tall_100,B,tower-zipping,90,658808,0.0-90.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,incompatible,talls_102_126.png,8.0,False
68,68,616790c19075de37027a1f89,968.3000001907349,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,invalid,talls_100_118,wides_013_010,wide,wide_025,wide_011,none,tower-zipping,91,661310,0.0-91.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,8.0,False
69,69,616790c39075de37027a1f8a,982.0,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,z,1,https://tower-4-block-unique-silhouettes-composite-silhouette-png.s3.amazonaws.com/tower_4_block_unique_silhouette_composites_silhouette_talls_100_118.png,wides_025_023,1,1,100,100,A,False,invalid,talls_100_118,wides_013_010,tall,tall_122,tall_126,none,tower-zipping,92,663833,0.0-92.0,trial_end,block_construction_zipping,pilot_0,61678071de3b5fb66dd56f43,6077-f23a7e61-5a66-4da1-9d16-9a0ae3df945e,novel,talls_100_118.png,8.0,False
